CONTROL_NUMBER_N,MONTHS_SINCE_ORIGIN,DONOR_AGE,IN_HOUSE,URBANICITY,SES,CLUSTER_CODE,HOME_OWNER,DONOR_GENDER,INCOME_GROUP,PUBLISHED_PHONE,OVERLAY_SOURCE,MOR_HIT_RATE,WEALTH_RATING,MEDIAN_HOME_VALUE,MEDIAN_HOUSEHOLD_INCOME,PCT_OWNER_OCCUPIED,PER_CAPTITA_INCOME,PCT_MALE_MILITARY,PCT_MALE_VETERANS,PCT_VIETNAM_VETERANS,PCT_WWII_VETERANS,PEP_STAR,RECENT_STAR_STATUS,RECENCY_STATUS_96NK,FREQUENCY_STATUS_97NK,RECENT_RESPONSE_PROP,RECENT_AVG_GIFT_AMT,RECENT_CARD_RESPONSE_PROP,RECENT_AVG_CARD_GIFT_AMT,RECENT_RESPONSE_COUNT,RECENT_CARD_RESPONSE_COUNT,MONTHS_SINCE_LAST_PROM_RESP,LIFETIME_CARD_PROM,LIFETIME_PROM,LIFETIME_GIFT_AMOUNT,LIFETIME_GIFT_COUNT,LIFETIME_AVG_GIFT_AMT,LIFETIME_GIFT_RANGE,LIFETIME_MAX_GIFT_AMT,LIFETIME_MIN_GIFT_AMT,LAST_GIFT_AMT,CARD_PROM_12,NUMBER_PROM_12,MONTHS_SINCE_LAST_GIFT,MONTHS_SINCE_FIRST_GIFT,FILE_AVG_GIFT,FILE_CARD_GIFT
18509,17,,0,C,2,25,U,F,2,1,B,0,,787,342,47,15701,0,5,0,0,0,0,F,1,0.2,20,0,0,1,0,16,6,14,20,1,20,0,20,20,20,5,12,16,16,20,0
18510,41,41,0,U,2,7,U,F,,0,N,0,,1871,349,47,17127,0,24,39,19,0,0,A,1,0.063,20,0,0,1,0,19,11,30,40,2,20,0,20,20,20,4,10,19,40,20,1
18511,77,40,0,C,2,25,U,F,5,1,B,6,6,686,249,16,12897,6,16,92,0,0,0,E,1,0.111,13.5,0.125,15,2,1,15,19,52,92,9,10.22,10,15,5,15,3,10,15,77,10.22,4
18512,65,49,0,T,1,35,H,F,5,0,B,5,8,773,368,81,14621,0,44,28,25,0,0,A,1,0.048,25,0,0,1,0,26,20,46,84,5,16.8,15,25,10,25,5,10,26,56,16.8,3
18513,137,57,0,U,3,8,H,F,4,1,P,0,3,1030,336,64,12112,1,31,33,28,1,3,A,2,0.211,8.75,0.3,8,4,3,15,30,64,123,18,6.83,7,11,4,11,4,11,15,124,6.83,14
18514,137,76,1,T,2,36,U,M,1,0,P,0,3,399,221,74,10150,0,28,23,45,0,0,A,1,0.15,20,0.182,21,3,2,18,33,116,306,22,13.91,17,22,5,18,6,34,18,130,13.91,7
18515,41,41,0,T,2,36,U,F,3,0,P,0,,500,229,65,11313,0,34,37,43,0,0,A,1,0.056,25,0.111,25,1,1,21,14,34,50,2,25,0,25,25,25,6,12,21,41,25,2
18516,137,,0,R,1,42,U,F,1,1,P,0,3,1331,364,87,15968,0,40,32,36,0,0,A,3,0.176,12,0.111,10,3,1,18,26,62,115,13,8.85,10,15,5,14,4,8,18,122,8.85,4
18517,77,56,1,S,1,14,H,F,7,1,B,1,9,2172,1033,97,42625,0,25,26,12,1,4,A,1,0.158,14.67,0.3,14.67,3,3,21,25,73,194,11,17.64,20,30,10,16,6,13,21,67,17.64,7
18518,137,39,0,S,1,12,H,M,6,1,P,0,8,1098,541,90,24464,0,35,41,21,1,0,A,1,0.059,14,0.143,14,1,1,21,30,79,160,19,8.42,11,14,3,14,5,12,21,129,8.42,13
18519,77,47,0,R,2,45,U,F,2,0,B,1,2,553,299,75,12789,0,36,28,44,0,0,A,1,0.083,15,0,0,1,0,19,11,30,35,3,11.67,5,15,10,15,4,10,19,77,11.67,1
18520,53,69,0,T,2,36,U,F,1,1,B,0,3,425,221,69,11572,2,35,22,63,1,5,A,1,0.1,17.5,0.1,20,2,1,21,18,43,76,7,10.86,15,20,5,20,6,12,21,53,10.86,3
18521,137,,0,T,1,35,U,U,,0,N,0,8,891,499,88,17841,82,12,0,0,1,0,A,1,0,0,0,0,0,0,,26,69,112,13,8.62,32,35,3,35,6,12,25,115,8.62,8
18522,137,58,0,T,1,35,H,F,4,0,B,0,7,905,443,87,18576,1,31,50,14,1,1,S,3,0.211,16.75,0.3,16.67,4,3,18,32,82,166,15,11.07,15,20,5,15,7,21,9,128,11.07,14
18523,101,,0,T,1,34,H,F,7,0,P,0,9,1656,318,79,17046,2,50,23,47,1,1,S,3,0.381,9.88,0.455,10,8,5,17,25,70,141,20,7.05,9,11,2,10,6,13,17,91,7.05,11
18524,89,17,0,C,2,26,H,F,2,1,B,3,,822,523,95,17765,0,41,11,47,1,0,A,1,0.056,15,0.125,15,1,1,21,21,54,60,9,6.67,12,15,3,15,5,11,21,81,6.67,6
18525,17,,0,S,2,16,U,F,,0,N,0,,682,263,48,12295,4,47,38,41,0,0,F,1,0.2,20,0,0,1,0,16,6,14,20,1,20,0,20,20,20,5,12,16,16,20,0
18526,53,83,1,S,1,11,U,F,,0,N,0,2,902,381,67,20505,1,27,54,21,0,0,A,1,0.05,20,0,0,1,0,26,19,62,102,4,25.5,35,50,15,20,5,19,26,51,25.5,0
18527,89,76,0,R,2,49,H,M,6,1,B,0,4,684,196,73,10133,0,34,33,46,0,0,A,2,0.143,15,0.2,15,3,2,20,23,58,122,10,12.2,15,20,5,10,6,13,20,92,12.2,7
18528,29,51,0,S,2,18,H,M,5,1,B,9,,626,419,97,12083,0,35,63,0,0,0,A,1,0.143,15,0.333,15,2,2,22,9,22,30,2,15,0,15,15,15,4,10,22,31,15,2
18529,29,79,0,C,2,27,H,M,2,1,B,0,,719,381,91,13552,0,41,31,39,1,0,A,4,0.353,11.33,0.5,10.75,6,4,16,12,32,68,6,11.33,5,15,10,13,6,16,16,33,11.33,4
18530,41,51,0,S,2,18,H,M,4,1,B,1,,771,423,79,14315,0,35,30,17,0,0,A,1,0.19,12.5,0.182,10,4,2,19,17,40,80,7,11.43,10,15,5,15,5,12,19,43,11.43,3
18531,113,81,0,T,2,36,U,F,7,0,B,7,4,713,86,6,11569,0,42,35,30,1,12,A,1,0.105,11,0,0,2,0,18,26,70,159,16,9.94,7,12,5,10,5,12,18,105,9.94,9
18532,113,44,0,S,1,14,H,M,7,1,B,3,9,1123,733,95,25350,0,30,48,13,1,0,A,2,0.158,12,0.125,12,3,1,18,25,58,83,10,8.3,9,12,3,12,6,12,18,113,8.3,6
18533,137,,0,C,2,28,H,U,4,0,P,0,3,918,300,74,25886,0,27,12,66,1,1,S,2,0.143,14.69,0.1,15,3,1,19,33,82,235.72,24,9.82,11,15,4,14.06,6,13,19,129,9.82,14
18534,41,,0,T,2,40,U,F,,0,N,0,,917,415,89,15513,0,31,43,20,1,1,E,2,0.375,13,0.5,12,3,2,17,7,17,66,6,11,10,15,5,15,2,7,17,41,11,4
18535,41,54,0,C,2,27,H,M,6,0,M,2,7,1679,503,74,16142,0,35,46,12,0,0,A,1,0.05,25,0,0,1,0,20,16,38,45,4,11.25,20,25,5,25,6,13,20,45,11.25,2
18536,77,81,0,R,2,45,U,F,2,1,B,0,5,493,223,70,12315,0,27,22,59,1,5,A,1,0.136,21,0,0,3,0,17,24,60,165,12,13.75,20,25,5,25,6,13,17,76,13.75,2
18537,101,,0,?,?,,H,M,1,1,B,0,,827,409,87,15923,0,0,0,0,1,0,A,3,0.333,11.25,0.667,11.25,4,4,15,18,44,67,7,9.57,7,12,5,12,6,13,15,93,9.57,6
18538,137,81,1,R,2,49,H,M,2,1,B,48,3,514,296,85,13389,0,31,33,22,1,1,S,2,0.19,22.25,0.273,22.67,4,3,17,36,92,179,16,11.19,25,30,5,10,7,30,8,130,11.19,8
18539,77,2,0,S,2,20,H,F,5,1,B,60,5,1625,342,42,12795,0,15,39,24,1,0,A,1,0.048,25,0.1,25,1,1,26,19,49,115,4,28.75,10,35,25,25,3,6,26,67,28.75,4
18540,113,17,0,U,1,2,U,F,1,1,B,3,,2897,550,50,33640,0,29,15,51,1,0,A,1,0.182,11,0.4,11,2,2,24,24,61,76,15,5.07,10,12,2,10,5,10,24,112,5.07,11
18541,137,40,0,T,1,35,H,M,5,0,P,0,9,746,366,82,13901,0,25,25,35,0,0,A,2,0.1,22.5,0,0,2,0,18,29,70,108,11,9.82,20,25,5,25,6,13,18,115,9.82,6
18542,77,52,0,T,1,35,H,M,5,1,B,1,8,853,411,92,20680,0,17,48,20,0,0,A,1,0.077,15,0,0,1,0,19,16,40,46,4,11.5,10,15,5,15,4,10,19,72,11.5,2
18543,17,51,0,C,3,30,H,M,4,0,P,0,,627,152,39,10701,0,32,24,34,0,0,F,1,0.167,20,0,0,1,0,20,5,15,20,1,20,0,20,20,20,4,10,20,20,20,0
18544,65,35,0,U,1,1,H,F,2,1,B,4,6,273,177,43,9692,0,23,22,44,0,0,A,2,0.182,13.75,0.182,12.5,4,2,25,21,48,101,10,10.1,12,15,3,15,6,11,25,65,10.1,5
18545,113,48,0,C,2,25,H,M,7,0,B,1,9,3258,332,29,22314,2,12,19,52,1,1,S,2,0.133,15.5,0.25,15.5,2,2,20,26,67,129,13,9.92,11,16,5,16,6,13,20,113,9.92,8
18546,17,,0,S,3,21,U,M,,0,N,0,,554,275,74,13618,0,30,47,9,0,0,N,2,0.125,20,0,0,1,0,20,8,18,40,2,20,0,20,20,20,6,13,18,20,20,0
18547,41,62,0,C,1,24,U,F,4,1,M,3,8,973,468,94,17726,0,23,32,38,1,5,A,1,0.158,12.33,0.2,13.5,3,2,22,16,36,57,5,11.4,5,15,10,15,6,12,22,45,11.4,4
18548,29,45,0,U,2,7,U,F,3,0,P,0,,720,188,28,10789,0,20,35,47,1,0,A,3,0.55,18.55,0.636,19.14,11,7,15,26,70,306,20,15.3,20,25,5,20,11,28,5,44,15.3,11
18549,17,56,0,S,1,12,H,M,6,1,B,29,,984,287,53,17008,0,38,33,6,0,0,F,1,0.2,15,0.5,15,1,1,17,5,13,15,1,15,0,15,15,15,4,10,17,17,15,1
18550,137,49,0,C,2,27,H,M,5,1,B,7,6,602,328,72,18196,0,30,22,46,1,4,A,1,0.111,12.5,0,0,2,0,26,25,64,62,13,4.77,13,15,2,15,4,10,26,128,4.77,8
18551,29,41,0,R,2,48,U,F,2,0,P,0,,552,170,92,8729,0,48,20,54,0,0,A,1,0.154,16,0.167,15,2,1,19,9,22,32,2,16,2,17,15,17,4,11,19,29,16,1
18552,89,56,0,S,1,12,H,F,7,1,B,11,8,1380,557,94,18328,3,24,39,25,1,7,A,1,0.15,12,0.111,12,3,1,15,23,60,166,16,10.38,8,13,5,12,5,12,15,80,10.38,6
18553,17,68,0,S,1,14,H,M,4,1,B,15,,2480,632,80,17545,0,34,53,11,0,0,F,1,0.2,30,0.5,30,1,1,16,6,14,30,1,30,0,30,30,30,5,12,16,16,30,1
18554,65,48,0,R,2,43,H,M,5,0,P,0,2,450,223,75,10879,0,28,31,34,0,0,A,1,0.105,20,0.111,20,2,1,19,18,52,70,5,14,15,20,5,20,6,14,19,63,14,3
18555,41,,0,U,3,8,U,F,,0,N,0,,649,278,48,10281,43,19,30,31,1,1,S,4,0.35,8.57,0.444,8.5,7,4,17,13,33,70,9,7.78,6,11,5,10,4,7,17,44,7.78,4
18556,89,83,0,C,2,26,H,F,1,1,B,1,5,813,340,46,20648,0,33,17,53,0,0,A,1,0.105,17.5,0,0,2,0,18,22,55,75,7,10.71,20,25,5,25,6,13,18,85,10.71,2
18557,137,64,0,S,2,16,H,F,4,1,B,3,6,545,321,63,13748,0,33,23,30,1,4,A,1,0.1,10,0.2,10,2,2,24,31,78,181,21,8.62,10,15,5,10,5,12,24,120,8.62,11
18558,77,53,0,R,2,49,U,F,3,0,P,0,6,547,309,78,11973,0,34,31,31,0,0,A,2,0.133,19,0,0,2,0,18,15,36,82,5,16.4,7,20,13,20,4,8,18,75,16.4,2
18559,125,17,0,C,1,23,U,F,,0,N,0,6,2322,732,98,59477,0,46,15,68,1,12,A,1,0.053,11,0,0,1,0,26,28,67,102,15,6.8,8,11,3,11,4,11,26,122,6.8,8
18560,41,,0,C,3,30,U,U,,0,N,0,,1185,338,78,14193,0,21,30,26,1,0,A,4,0.364,7.63,0.455,7,8,5,16,18,42,100,15,6.67,5,10,5,7,6,14,16,44,6.67,8
18561,125,,0,T,1,34,H,F,7,1,B,12,8,1188,338,75,18133,14,43,26,48,1,1,S,2,0.227,8.4,0.364,8.75,5,4,19,32,79,196,32,6.13,10,12,2,10,6,14,19,119,6.13,18
18562,17,64,0,U,4,10,U,F,1,0,P,0,,605,396,76,15062,0,23,99,0,0,0,F,1,0.2,20,0,0,1,0,15,6,29,40,2,20,0,20,20,20,5,27,14,15,20,0
18563,137,59,0,C,3,31,H,F,2,1,B,1,0,500,208,23,13748,6,6,0,99,1,3,A,1,0.111,13,0.125,14,2,1,21,29,71,125,17,7.35,11,14,3,14,4,11,21,122,7.35,12
18564,17,45,0,R,2,47,H,M,5,0,P,0,,539,215,79,11840,0,36,39,34,0,0,N,1,0.143,20,0.333,20,1,1,21,5,13,20,1,20,0,20,20,20,3,8,21,21,20,1
18565,29,53,0,T,2,36,H,F,6,1,P,0,,610,191,49,9713,0,40,5,53,0,0,A,3,0.222,8,0.25,10,4,2,19,12,29,32,4,8,4,10,6,6,6,13,19,33,8,2
18566,89,52,0,S,2,18,H,F,4,0,B,0,7,1042,479,94,13702,0,18,48,17,1,4,A,1,0.091,22,0.182,22,2,2,25,24,60,133,11,12.09,23,28,5,28,6,13,25,79,12.09,7
18567,89,58,0,R,3,53,U,F,,0,N,0,1,411,179,51,10169,0,29,16,54,1,4,A,1,0.1,20,0.1,20,2,1,21,22,55,130,10,13,10,20,10,20,4,6,21,87,13,8
18568,29,,0,U,2,4,U,F,,0,N,0,,3608,336,27,19440,1,17,21,43,0,0,A,3,0.286,9.5,0.167,5,4,1,15,10,23,38,4,9.5,9,14,5,14,6,12,15,30,9.5,1
18569,41,49,0,T,1,35,U,F,6,0,P,0,,855,481,85,17068,2,30,57,15,1,0,A,4,0.333,4,0.286,3.5,5,2,19,12,27,30,7,4.29,6,8,2,8,6,13,19,40,4.29,3
18570,29,39,0,S,2,18,H,F,5,1,B,2,,1093,315,75,15130,0,32,54,28,0,0,F,1,0.167,25,0.333,25,1,1,20,7,15,25,1,25,0,25,25,25,5,11,20,20,25,1
18571,17,,0,R,2,46,U,M,4,1,B,0,,956,306,69,13378,0,40,27,40,0,0,F,1,0.143,15,0.333,15,1,1,21,5,13,15,1,15,0,15,15,15,3,8,21,21,15,1
18572,101,81,1,R,1,42,U,M,3,0,P,0,0,974,444,93,15409,0,30,46,19,1,0,A,2,0.318,16,0.364,15.5,7,4,24,27,96,289,22,13.14,17,22,5,16,6,31,24,99,13.14,11
18573,89,79,1,T,2,36,U,F,2,1,B,4,,402,232,66,10392,2,30,42,34,1,0,A,4,0.4,4.67,0.571,4.25,6,4,16,20,60,68,16,4.25,5,7,2,3,4,8,16,87,4.25,7
18574,101,56,0,T,2,40,H,M,2,0,M,16,8,709,361,77,15076,0,45,43,30,1,0,A,1,0.105,15,0.222,15,2,2,20,25,60,124,10,12.4,15,20,5,20,6,13,20,91,12.4,6
18575,89,79,0,S,2,16,H,F,2,0,P,0,6,728,330,57,13621,0,33,33,43,0,0,A,1,0.105,15,0.25,15,2,2,16,36,96,165,13,12.69,15,20,5,15,10,25,9,79,12.69,6
18576,89,6,0,C,1,23,H,F,1,0,P,0,8,1696,303,44,30104,0,36,9,69,0,0,A,1,0.143,18.67,0.273,18.67,3,3,24,23,58,151,12,12.58,16,21,5,21,6,11,24,88,12.58,6
18577,41,,0,S,1,12,U,F,6,0,B,0,,679,430,85,14249,0,24,52,38,1,1,S,4,0.3,17.5,0.556,17,6,5,18,14,39,147.5,9,16.39,17.5,25,7.5,20,6,13,18,36,16.39,6
18578,29,55,0,S,2,18,H,M,5,0,P,0,,532,436,79,12734,0,65,24,38,0,0,A,1,0.133,25,0.143,25,2,1,18,11,25,50,2,25,0,25,25,25,6,13,18,32,25,1
18579,137,72,0,U,2,5,H,M,5,0,P,0,6,1072,370,79,16050,0,29,35,43,0,0,A,1,0.095,17,0,0,2,0,16,30,66,92,9,10.22,13,18,5,18,6,13,16,126,10.22,4
18580,125,38,1,S,1,14,U,M,,1,N,0,9,3449,791,87,24830,0,25,73,15,1,0,A,3,0.286,6.83,0.364,7.75,6,4,16,30,86,97,16,6.06,8,11,3,8,6,19,16,124,6.06,10
18581,17,,0,U,2,7,U,F,,0,N,0,,1406,431,84,21369,0,15,81,0,0,0,F,1,0.2,15,0.5,15,1,1,16,5,13,15,1,15,0,15,15,15,4,11,16,16,15,1
18582,101,,1,?,?,,U,F,6,0,M,8,,550,313,36,8059,0,9,40,42,1,1,S,4,0.211,8.25,0.222,8,4,2,17,23,64,111,15,7.4,7,10,3,5,6,14,15,89,7.4,5
18583,113,,1,?,?,,U,M,,0,N,0,4,2519,470,95,16766,0,0,0,0,1,1,S,4,0.4,8.13,0.5,8.4,8,5,20,29,77,231.25,29,7.97,11.25,15,3.75,10,6,14,20,113,7.97,15
18584,77,60,0,C,1,23,U,F,5,0,P,0,9,5571,351,35,39357,0,40,11,61,1,1,S,3,0.167,12.33,0.143,13,3,1,16,18,52,87,9,9.67,8,13,5,13,6,14,16,68,9.67,6
18585,29,,0,T,2,38,H,F,4,0,B,0,,603,249,73,13708,1,28,31,48,0,0,N,1,0.1,15,0.25,15,1,1,24,6,16,15,1,15,0,15,15,15,3,7,24,24,15,1
18586,137,65,0,C,2,28,H,U,4,0,P,0,3,806,325,74,17316,1,40,37,35,1,3,A,1,0.143,12.33,0.2,12.5,3,2,26,31,82,202,23,8.78,10,15,5,12,4,10,26,128,8.78,19
18587,29,42,0,S,1,14,U,F,,0,N,0,,1906,622,97,26278,0,24,24,37,0,0,N,2,0.182,17.5,0.2,10,2,1,19,9,21,35,2,17.5,15,25,10,25,6,13,19,24,17.5,1
18588,29,55,0,R,2,49,U,F,4,0,P,0,,546,215,78,10030,0,42,35,37,1,0,A,3,0.308,11.25,0.333,7.5,4,2,15,10,24,51,5,10.2,15,20,5,10,6,13,15,28,10.2,2
18589,137,60,0,U,4,10,U,U,,0,N,0,,0,0,0,0,0,0,0,0,1,1,S,2,0.105,55,0.111,50,2,1,24,30,71,275,11,25,55,60,5,60,6,13,24,128,25,6
18590,77,72,0,C,1,24,H,M,6,0,B,8,9,1332,622,93,22485,0,33,59,13,1,1,S,3,0.19,9.75,0.182,10.5,4,2,25,23,58,110,12,9.17,7,12,5,10,6,15,18,76,9.17,5
18591,65,39,0,S,1,11,H,F,7,1,B,0,9,2941,654,70,33387,0,27,51,10,1,0,A,1,0.095,19.5,0.182,19.5,2,2,19,22,56,122,9,13.56,16,21,5,21,6,13,19,64,13.56,5
18592,29,,0,S,1,11,H,U,6,0,B,0,,5879,703,65,57390,0,25,29,61,1,0,A,4,0.273,5.67,0.4,6,3,2,17,9,22,29,5,5.8,2,7,5,7,6,12,17,28,5.8,2
18593,29,27,0,R,2,44,U,M,1,0,P,0,,751,341,72,13630,0,31,24,17,0,0,A,1,0.154,13,0.333,13,2,2,24,9,22,26,2,13,6,16,10,16,4,10,24,28,13,2
18594,41,52,0,R,2,43,H,F,1,0,P,0,3,341,159,76,7542,0,24,31,28,1,1,S,4,0.333,6.86,0.545,7,7,6,20,17,38,59,10,5.9,8,11,3,8,6,12,20,44,5.9,8
18595,29,,0,U,3,8,H,F,1,1,B,3,,275,216,30,7430,0,21,0,0,0,0,A,1,0.143,17,0,0,2,0,19,11,23,34,2,17,14,24,10,24,6,12,19,28,17,0
18596,125,85,0,C,1,23,U,U,,1,N,0,9,2218,370,82,26089,0,60,15,76,1,1,S,3,0.278,4.4,0.375,4.67,5,3,17,29,67,71,19,3.74,2,5,3,5,5,12,17,125,3.74,14
18597,137,58,0,C,2,26,H,M,4,0,B,4,5,561,243,41,18055,0,51,14,59,1,1,S,3,0.111,16,0.125,10,2,1,16,30,79,215,20,10.75,19,22,3,20,6,17,16,129,10.75,11
18598,113,76,0,U,1,1,U,M,,0,N,0,3,4667,320,28,25824,0,23,25,70,0,0,A,1,0.136,18,0.091,18,3,1,18,28,72,172,12,14.33,15,18,3,18,6,13,18,102,14.33,4
18599,29,45,0,R,2,44,H,M,5,1,B,0,,974,367,92,12542,0,31,38,16,0,0,N,1,0.1,20,0.25,20,1,1,24,6,16,20,1,20,0,20,20,20,3,8,24,24,20,1
18600,137,47,0,U,2,7,H,F,5,0,B,0,3,2545,303,48,11894,0,11,36,23,1,10,A,1,0.05,25,0.1,25,1,1,21,33,81,340.05,25,13.6,20,25,5,25,6,13,21,126,13.6,15
18601,89,,1,T,2,36,H,M,2,0,P,0,,573,338,84,13844,0,30,30,30,1,0,A,3,0.267,5,0.429,5,4,3,18,18,78,165,32,5.16,9,9,0,0,5,34,6,80,5.16,8
18602,89,51,0,T,1,35,H,M,6,1,B,1,1,1075,517,78,12888,31,19,0,30,0,0,A,1,0.056,19,0,0,1,0,18,22,52,67,5,13.4,14,19,5,19,6,13,18,88,13.4,3
18603,53,69,0,S,1,12,H,M,7,0,B,0,,2413,564,83,16288,0,31,33,35,1,0,A,1,0.118,17.5,0,0,2,0,17,14,37,43,4,10.75,25,28,3,28,6,14,17,53,10.75,2
18604,89,,0,C,2,28,U,U,,0,N,0,7,1953,454,87,21667,0,32,18,45,1,1,S,2,0.136,32.67,0.091,31,3,1,18,29,64,329,12,27.42,16,36,20,36,6,13,18,92,27.42,6
18605,89,65,0,C,3,31,U,M,4,0,B,1,1,731,193,27,11521,24,50,55,20,0,0,A,1,0.105,15,0.111,15,2,1,24,23,53,108,7,15.43,15,20,5,15,6,11,24,80,15.43,4
18606,113,50,0,T,1,35,H,F,6,1,B,0,9,1809,742,98,27926,1,20,26,25,0,0,A,1,0.091,20,0.182,20,2,2,20,29,66,111,10,11.1,16,21,5,21,6,13,20,111,11.1,5
18607,41,42,0,T,2,39,H,M,5,0,P,0,2,508,229,72,9244,94,3,2,0,0,0,A,1,0.1,27.5,0.1,30,2,1,21,16,39,75,3,25,10,30,20,30,6,13,21,45,25,2
18608,17,59,0,R,2,49,U,F,4,0,P,0,,461,262,83,11275,0,23,21,36,0,0,F,1,0,0,0,0,0,0,,4,13,15,1,15,0,15,15,15,4,10,18,18,15,0
18609,41,66,0,U,3,8,H,F,5,0,B,5,,473,302,58,13445,0,28,47,29,1,0,A,4,0.19,11,0.2,11.5,4,2,19,15,37,65,6,10.83,2,12,10,11,6,13,19,40,10.83,3
18610,137,81,0,C,3,33,U,F,,0,N,0,4,675,227,96,20313,0,47,0,94,1,1,S,2,0.15,12.67,0,0,3,0,18,29,67,128,16,8,12,14,2,14,6,13,18,127,8,6
18611,65,45,0,C,2,27,H,F,3,0,P,0,5,461,289,93,11124,3,29,52,17,1,1,S,3,0.095,15,0.1,16,2,1,20,20,50,87,9,9.67,11,16,5,10,6,13,18,61,9.67,3
18612,29,69,0,T,2,40,H,F,5,1,B,1,,746,260,58,11660,0,35,53,18,0,0,A,1,0.154,10,0,0,2,0,18,9,22,20,2,10,10,15,5,15,5,11,18,28,10,0
18613,29,,0,S,1,13,U,F,5,1,M,0,,3088,612,75,29477,0,27,0,31,0,0,A,2,0.267,23,0.375,22.33,4,3,23,12,28,98,5,19.6,19,25,6,20,6,13,23,29,19.6,3
18614,137,76,0,T,2,38,H,F,3,0,P,0,5,830,254,23,13600,0,26,28,24,1,0,A,1,0.111,15,0.222,15,2,2,24,29,67,123,10,12.3,8,15,7,15,5,10,24,126,12.3,9
18615,41,,0,C,2,29,U,M,3,1,M,24,,1125,195,96,15103,0,60,7,89,0,0,A,4,0.316,10.67,0.3,11.67,6,3,19,15,33,69,7,9.86,10,15,5,12,6,12,19,40,9.86,3
18616,41,59,0,R,2,44,H,M,5,1,B,6,7,556,387,91,15115,1,29,26,28,0,0,A,1,0.095,15,0.1,15,2,1,30,16,38,70,4,17.5,5,20,15,20,6,12,18,44,17.5,2
18617,29,,0,U,2,5,H,M,3,1,B,1,,486,275,78,13144,0,43,29,71,0,0,N,1,0.1,20,0.25,20,1,1,24,6,17,20,1,20,0,20,20,20,3,8,24,24,20,1
18618,137,,0,T,2,40,U,U,2,0,P,0,7,765,408,89,15150,1,34,36,21,1,0,A,1,0.059,10,0,0,1,0,23,28,67,137,18,7.61,7,10,3,10,4,10,23,126,7.61,11
18619,77,81,0,C,2,28,H,M,5,0,P,0,3,1088,278,75,15011,1,47,18,69,0,0,A,1,0.118,15,0.25,15,2,2,21,19,50,65,6,10.83,10,15,5,15,5,11,21,69,10.83,5
18620,125,35,0,S,1,11,H,F,5,1,B,2,6,824,334,52,13401,2,32,32,31,1,1,S,4,0.389,5,0.4,5,7,4,15,30,70,91,19,4.79,2,5,3,5,5,12,15,125,4.79,14
18621,137,46,0,T,2,36,U,F,3,1,M,0,2,589,282,80,16020,4,53,14,67,0,0,A,2,0.2,13,0.333,13,4,3,20,25,67,100,10,10,10,15,5,15,6,14,20,102,10,6
18622,77,63,0,T,3,41,H,F,1,1,P,0,3,830,250,65,10544,0,28,31,59,0,0,A,1,0.1,87.5,0.2,87.5,2,2,18,23,59,312,6,52,90,100,10,75,6,14,18,75,52,3
18623,101,,0,R,2,45,U,M,,0,N,0,2,403,198,74,9416,1,32,39,34,0,0,A,3,0.222,22,0.125,20,4,1,17,22,61,151,9,16.78,25,30,5,20,6,14,17,90,16.78,4
18624,41,64,0,C,2,26,U,M,,0,N,0,,984,348,51,15768,0,30,39,19,1,0,A,4,0.35,6.57,0.7,6.57,7,7,16,16,37,51,8,6.38,3,8,5,8,6,12,16,44,6.38,7
18625,29,47,0,C,1,24,H,F,3,1,B,8,,777,343,90,21608,0,40,28,55,0,0,A,1,0.154,15,0.167,15,2,1,18,9,21,30,2,15,0,15,15,15,4,10,18,29,15,1
18626,29,48,0,S,1,12,H,M,4,1,B,11,,733,483,86,19479,0,41,44,15,0,0,N,3,0.273,11.33,0.4,11,3,2,18,9,20,34,3,11.33,2,12,10,12,6,12,18,24,11.33,2
18627,113,63,0,T,2,40,H,M,3,0,B,0,4,660,280,64,13461,0,24,23,49,0,0,A,1,0.067,20,0,0,1,0,20,19,56,81,6,13.5,16,21,5,20,4,11,20,105,13.5,3
18628,29,75,0,T,2,36,H,F,2,0,P,0,,489,225,70,17808,0,31,30,44,0,0,A,1,0.167,11,0.2,15,2,1,18,8,21,22,2,11,8,15,7,15,4,10,18,28,11,1
18629,89,69,0,C,1,24,U,F,,0,N,0,8,3935,478,64,23611,0,36,23,46,1,1,S,2,0.2,11.25,0.273,10.67,4,3,20,25,59,103,10,10.3,8,13,5,12,6,13,20,89,10.3,6
18630,65,36,0,R,2,49,U,F,,1,N,0,6,1049,413,82,14010,0,30,31,41,1,0,A,4,0.333,13.43,0.455,14.8,7,5,20,21,50,151,16,9.44,23,26,3,26,6,14,20,65,9.44,9
18631,137,,0,R,2,46,U,U,,0,N,0,,886,266,81,14651,0,37,33,41,1,1,E,4,0.571,16.5,1,16.5,4,4,15,19,40,138,14,9.86,22,25,3,15,2,7,15,106,9.86,11
18632,137,37,0,C,2,28,H,M,4,1,B,7,5,378,240,85,9183,0,56,24,44,1,11,A,2,0.136,19,0.182,20,3,2,16,32,78,245,19,12.89,23,28,5,28,6,14,15,126,12.89,10
18633,125,,1,?,?,,U,F,3,0,M,0,,1465,283,50,24555,0,0,0,0,1,1,S,1,0.136,12,0.182,10.5,3,2,23,26,82,182,17,10.71,15,20,5,10,6,13,23,119,10.71,8
18634,29,,0,T,2,37,U,M,7,0,P,0,,524,204,80,10170,0,40,27,48,0,0,A,1,0.118,15,0.143,10,2,1,24,10,25,30,2,15,10,20,10,20,4,10,24,32,15,1
