MONTHS_SINCE_ORIGIN,DONOR_AGE,PCT_OWNER_OCCUPIED,PCT_MALE_MILITARY,PCT_WWII_VETERANS,RECENT_STAR_STATUS,FREQUENCY_STATUS_97NK,RECENT_CARD_RESPONSE_COUNT,LIFETIME_AVG_GIFT_AMT,CARD_PROM_12,FILE_CARD_GIFT,PER_CAPTITA_INCOME,MONTHS_BTW_GIFT,IN_HOUSE_0,IN_HOUSE_1,URBANICITY_?,URBANICITY_C,URBANICITY_R,URBANICITY_S,URBANICITY_T,URBANICITY_U,HOME_OWNER_H,HOME_OWNER_U,DONOR_GENDER_F,DONOR_GENDER_M,DONOR_GENDER_U,PEP_STAR_0,PEP_STAR_1,RECENCY_STATUS_96NK_A,RECENCY_STATUS_96NK_E,RECENCY_STATUS_96NK_F,RECENCY_STATUS_96NK_L,RECENCY_STATUS_96NK_N,RECENCY_STATUS_96NK_S,SES_1.0,SES_2.0,SES_3.0,SES_4.0
41,0.0,0,0,0,1,4,4,5.73,2,8,9043.546583850932,29,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
29,67.0,85,0,46,0,1,0,15.0,6,0,16448.0,9,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
137,75.0,77,0,52,1,2,2,14.63,6,12,23187.0,110,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
137,83.0,77,0,42,13,1,1,6.79,4,10,17673.0,106,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
41,75.0,64,0,37,1,4,4,9.77,6,5,9653.0,30,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
113,81.0,77,0,43,1,2,2,11.5,6,8,12277.0,87,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
137,0.0,76,0,26,1,1,1,7.76,4,19,8135.0,111,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
29,0.0,65,0,24,0,1,0,20.0,3,0,22644.0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
101,60.0,65,0,36,1,2,4,7.18,6,8,8328.0,80,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
89,77.0,71,0,45,1,4,5,3.13,5,16,10887.0,69,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
53,77.0,72,1,26,0,4,2,11.1,6,3,8763.0,38,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
17,0.0,82,0,41,0,1,1,20.0,4,1,24260.0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
17,49.0,79,0,35,0,1,1,15.0,4,1,7553.0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
29,68.0,83,0,49,0,1,2,10.0,4,2,11173.0,7,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
29,29.0,83,0,19,0,3,3,6.6,5,3,12100.0,5,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
65,75.0,27,0,38,0,1,1,11.5,4,2,7509.0,39,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
101,0.0,64,0,37,6,1,2,9.69,9,8,12483.0,74,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
41,44.0,78,0,41,0,3,2,7.86,6,4,11002.0,30,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
77,66.0,75,0,50,1,2,3,19.84,6,9,13447.0,58,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
65,75.0,49,0,12,3,1,3,6.31,6,7,15039.0,46,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
29,0.0,88,0,0,0,1,1,12.5,4,1,15208.0,15,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
65,0.0,96,0,86,0,1,1,12.17,2,2,14929.0,36,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
137,85.0,76,0,20,0,1,2,19.27,5,8,19694.0,107,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
53,69.0,93,0,82,0,3,3,7.13,6,5,19797.0,36,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
17,39.0,74,0,48,0,2,2,25.0,6,2,11387.0,4,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
29,37.0,30,0,13,0,1,2,16.5,4,2,26282.0,8,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
29,35.0,82,1,26,0,2,1,11.67,6,1,8456.0,12,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
17,74.0,69,0,52,0,1,0,15.0,2,0,11622.0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
77,71.0,82,0,39,1,2,2,12.81,6,7,11334.0,50,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
65,74.0,81,0,29,1,4,5,3.6,3,10,10337.0,41,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
89,47.0,70,0,35,1,3,4,5.55,6,12,9661.0,62,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
113,52.0,71,0,46,1,4,6,6.17,6,15,17536.0,96,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
29,40.0,84,0,18,0,3,1,18.33,6,1,13958.0,10,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
113,0.0,84,0,23,0,2,2,14.33,4,6,10832.0,80,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
65,32.0,79,0,31,0,1,6,19.47,11,12,18663.0,63,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
113,0.0,28,0,18,1,2,1,13.45,6,4,15149.0,97,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
77,69.0,77,0,28,1,4,4,5.48,6,11,14245.0,50,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
65,81.0,88,0,67,1,2,1,85.71,4,5,25284.0,40,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
17,0.0,79,0,36,0,1,1,15.0,3,1,10244.0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
137,87.0,65,0,36,1,3,1,4.0,2,8,8707.0,110,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
77,33.0,67,1,25,1,4,6,15.1,11,14,13430.0,55,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
137,47.0,83,0,23,1,4,6,4.23,6,15,11250.0,104,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
77,50.0,81,2,48,0,4,3,9.0,6,4,8703.0,52,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
65,0.0,76,0,23,0,1,1,36.8,6,3,8827.0,37,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
29,69.0,87,0,47,0,2,2,11.67,6,2,12354.0,10,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
29,70.0,81,0,28,0,3,1,5.5,6,1,10743.0,12,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
77,63.0,18,0,17,0,1,1,12.63,6,2,27066.0,51,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
29,43.0,89,0,5,0,3,1,5.75,6,1,19275.0,14,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
41,0.0,92,1,23,1,4,6,7.17,6,7,21014.0,27,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
137,54.0,73,0,45,0,1,0,10.13,5,5,15849.0,102,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
53,0.0,94,5,4,1,4,2,7.58,6,5,16105.0,34,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
29,0.0,43,0,13,0,1,0,15.0,3,0,14562.0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
17,50.0,86,0,10,0,1,1,15.0,3,1,20460.0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
41,39.0,69,1,30,0,2,1,19.17,5,2,22215.0,18,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
41,70.0,87,0,40,0,1,0,31.25,6,1,10769.0,26,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
137,59.0,84,0,34,0,2,2,7.77,5,10,12680.0,115,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
29,41.0,92,0,35,0,4,4,11.0,6,4,13188.0,14,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
125,35.0,58,0,10,1,3,2,12.61,6,11,46383.0,110,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
137,0.0,69,1,26,0,2,1,6.67,6,9,13476.0,109,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
53,71.0,44,0,28,0,1,0,12.67,3,1,21229.0,34,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
17,0.0,76,0,28,0,1,1,15.0,3,1,12565.0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
29,74.0,72,3,27,0,1,1,22.33,7,2,13017.0,14,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
101,69.0,90,0,55,1,2,0,11.54,6,7,18782.0,66,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
17,23.0,67,2,15,0,1,1,15.0,3,1,13977.0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
125,79.0,79,0,20,1,2,3,13.44,6,9,20045.0,108,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
89,77.0,27,0,28,0,3,1,6.5,5,3,20979.0,60,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
53,71.0,82,0,42,0,2,1,17.0,6,2,11389.0,35,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
137,37.0,74,0,52,1,4,8,3.82,6,28,10661.0,112,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
101,77.0,58,1,15,0,3,2,9.2,6,5,16541.0,77,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
17,0.0,53,1,36,0,1,1,25.0,5,1,14082.0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
137,55.0,78,0,16,1,2,3,15.29,6,13,10681.0,106,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
77,0.0,78,1,42,0,1,0,22.14,6,3,9648.0,59,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
77,0.0,98,0,35,0,1,0,10.17,5,3,35550.0,60,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
137,77.0,87,0,34,1,4,4,4.1,6,20,9975.0,106,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
137,68.0,58,17,34,1,2,1,8.2,6,13,8481.0,113,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
137,83.0,84,0,38,4,1,3,4.04,6,13,13393.0,109,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
113,0.0,81,0,22,1,3,4,5.11,4,13,7466.0,94,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
41,50.0,59,0,28,0,4,4,14.89,6,5,7609.0,27,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
77,0.0,57,3,31,1,4,4,6.87,6,9,17731.0,50,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
137,66.0,90,0,66,0,2,2,6.6,2,6,13727.0,91,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
137,61.0,75,0,48,1,4,4,7.84,6,11,18806.0,114,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
29,33.0,97,0,0,0,2,2,37.5,6,2,40888.0,3,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
89,43.0,65,0,26,0,1,0,15.57,5,2,9742.0,61,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
29,71.0,77,0,45,0,1,0,12.5,5,0,9188.0,8,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
53,68.0,4,0,13,1,2,3,8.43,6,6,16912.0,31,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
137,0.0,75,1,36,4,1,1,9.25,5,8,12224.0,89,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
17,0.0,36,0,32,0,1,0,30.0,5,0,9029.0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
137,48.0,81,0,20,13,1,1,10.46,4,11,17230.0,98,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
137,74.0,66,0,40,0,2,0,13.0,5,4,13992.0,107,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
137,70.0,77,6,12,0,1,0,10.13,6,2,11119.0,88,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
77,53.0,36,1,0,0,3,1,12.38,6,3,12129.0,51,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
137,65.0,98,2,17,0,4,2,2.81,6,4,18029.0,95,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
29,50.0,87,0,17,0,1,1,20.0,3,1,9849.0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
89,0.0,66,0,0,1,3,2,4.8,6,6,13640.0,67,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
101,0.0,71,0,32,4,1,1,10.0,5,7,12144.0,68,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
89,72.0,67,0,46,0,1,1,11.75,5,4,9343.0,60,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
89,43.0,87,0,18,0,1,0,22.78,6,6,19785.0,62,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
113,50.0,66,0,13,3,1,0,9.5,6,8,11334.0,94,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
77,70.0,72,2,42,0,2,2,18.5,6,5,28124.0,57,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
77,59.0,97,0,9,0,2,3,8.5,6,5,14926.0,46,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
137,47.0,69,1,39,1,4,4,5.93,6,21,10749.0,110,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
5,54.0,66,3,33,1,2,2,7.47,3,9,17034.0,47,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
101,0.0,68,2,54,1,4,7,4.43,6,17,19463.0,88,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
41,37.0,94,0,20,0,1,0,7.0,6,1,10254.0,25,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
77,54.0,93,0,31,0,1,1,11.4,5,2,13996.0,58,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
77,70.0,77,0,30,0,1,0,8.43,6,1,12112.0,57,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
41,71.0,78,0,30,1,4,7,6.64,5,8,21181.0,26,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
17,0.0,75,0,26,0,1,1,25.0,5,1,14903.0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
137,85.0,84,1,30,1,4,6,4.26,6,19,14066.0,86,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
89,78.0,89,0,49,0,1,1,18.43,4,5,49631.0,61,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
113,86.0,78,0,49,13,1,0,20.43,6,6,24173.0,93,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
137,7.0,44,0,71,1,2,4,12.79,7,15,10540.0,118,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
65,73.0,96,0,16,1,2,0,7.57,5,3,25626.0,50,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
53,55.0,91,0,38,0,1,1,9.0,4,3,30060.0,32,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
17,59.0,83,15,17,0,1,0,15.0,4,0,21746.0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
29,82.0,67,0,58,0,2,2,13.33,6,2,11577.0,11,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
41,75.0,84,0,27,0,1,0,9.0,6,0,20867.0,26,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
29,33.0,98,0,14,0,1,3,18.25,6,3,15680.0,16,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
113,63.0,91,0,13,1,3,3,8.54,6,17,16859.0,97,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
29,74.0,53,1,18,0,3,0,7.5,6,0,14624.0,13,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
41,50.0,85,0,28,0,1,1,10.5,6,3,12076.0,29,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
65,44.0,91,1,24,0,1,1,21.0,6,2,16946.0,46,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
77,0.0,83,0,34,1,3,2,21.09,4,8,10716.0,60,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
17,0.0,80,1,40,0,2,0,20.0,5,0,10023.0,5,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
29,0.0,11,0,49,0,1,1,15.0,3,1,13881.0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
65,48.0,49,0,11,0,1,0,13.0,4,1,12663.0,30,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
29,69.0,85,0,26,0,4,3,5.14,6,3,9514.0,11,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0
65,71.0,61,0,54,0,2,1,8.75,6,3,11606.0,38,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
137,79.0,46,0,54,12,1,2,7.0,5,14,17352.0,110,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
41,57.0,89,0,35,0,2,3,19.75,6,4,16001.0,21,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
29,45.0,82,2,45,0,2,1,11.67,6,1,11933.0,10,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
137,48.0,75,0,45,0,1,1,5.33,5,6,10532.0,89,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0
77,43.0,31,0,18,0,1,1,25.0,6,3,9513.0,52,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
65,45.0,82,8,67,0,3,2,6.87,6,5,9272.0,59,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
41,0.0,67,0,9,1,3,1,8.89,6,2,10611.0,23,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
113,41.0,65,0,42,6,1,2,6.88,4,11,12844.0,91,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
89,35.0,68,2,34,0,1,1,7.67,6,3,11775.0,67,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
17,0.0,38,0,39,0,1,0,15.0,3,0,10083.0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
17,77.0,71,2,28,0,1,1,20.0,5,1,11859.0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
29,53.0,60,0,16,4,1,3,20.0,6,3,11641.0,12,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
53,34.0,64,1,43,0,2,1,20.0,6,2,21787.0,29,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
29,0.0,70,0,33,0,1,0,25.0,5,0,9496.0,5,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
29,62.0,87,1,26,0,4,3,7.5,6,3,15608.0,11,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
137,78.0,73,0,29,1,3,1,6.58,3,8,11371.0,111,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
41,45.0,97,0,35,0,4,3,11.71,6,4,31860.0,25,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
65,43.0,39,1,50,0,1,0,10.67,4,2,8389.0,39,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
29,79.0,88,0,24,0,2,2,18.33,6,2,12910.0,12,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
41,37.0,73,8,20,0,1,1,27.5,6,1,21540.0,16,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
77,54.0,88,0,52,0,2,1,8.2,6,3,14587.0,56,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
65,55.0,50,0,44,0,1,0,10.33,6,2,10435.0,41,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
113,69.0,68,0,43,3,1,0,16.22,6,6,15932.0,94,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
41,42.0,88,0,33,5,1,1,12.4,5,3,11271.0,19,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
125,77.0,90,0,20,1,4,2,6.4,7,13,20539.0,112,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
137,0.0,78,0,43,1,4,3,4.85,5,20,11274.0,111,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
17,0.0,48,1,9,0,1,1,15.0,4,1,14756.0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
41,43.0,58,0,21,1,3,3,7.88,6,4,9955.0,22,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
17,0.0,19,3,23,0,1,1,23.0,5,1,10581.0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
137,17.0,48,0,41,8,1,1,8.32,3,16,20611.0,110,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
77,77.0,88,0,11,0,1,1,11.0,5,2,14358.0,53,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
53,70.0,34,2,13,0,1,1,10.0,4,3,8264.0,26,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
125,65.0,91,2,41,0,1,0,6.78,4,5,28908.0,107,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
89,50.0,81,0,45,0,1,1,13.2,5,2,16368.0,54,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
