MONTHS_SINCE_ORIGIN,DONOR_AGE,PCT_OWNER_OCCUPIED,PCT_WWII_VETERANS,FREQUENCY_STATUS_97NK,RECENT_CARD_RESPONSE_COUNT,LIFETIME_AVG_GIFT_AMT,CARD_PROM_12,FILE_CARD_GIFT,PER_CAPTITA_INCOME,MONTHS_BTW_GIFT,IN_HOUSE_0,IN_HOUSE_1,URBANICITY_?,URBANICITY_C,URBANICITY_R,URBANICITY_S,URBANICITY_T,URBANICITY_U,HOME_OWNER_H,HOME_OWNER_U,DONOR_GENDER_F,DONOR_GENDER_M,DONOR_GENDER_U,PEP_STAR_0,PEP_STAR_1,SES_1.0,SES_2.0,SES_3.0,SES_4.0
101,61.0,52,27,1,1,11.53,9,6,10267.0,88,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
17,51.0,56,49,1,1,20.0,4,1,15436.0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
77,59.0,70,14,1,1,14.8,6,3,14718.0,55,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
77,86.0,57,75,3,3,5.75,5,7,11090.0,51,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
113,0.0,57,17,1,0,6.88,5,3,14787.0,94,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0
29,63.0,78,17,1,2,22.5,6,2,14471.0,9,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0
65,53.0,90,36,3,2,8.25,6,5,11350.0,47,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
29,55.0,60,31,1,0,12.5,4,0,9828.0,11,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
17,0.0,34,18,1,0,20.0,5,0,8222.0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
29,52.0,54,30,3,1,10.67,6,1,10727.0,4,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
29,31.0,82,50,2,1,14.0,5,1,31757.0,14,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0
89,0.0,82,41,2,3,8.79,6,10,9291.0,63,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
113,0.0,85,42,1,0,12.73,5,3,6795.0,89,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
137,75.0,7,31,1,0,16.64,6,9,12156.0,107,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0
137,68.0,89,15,1,1,6.08,5,12,20842.0,105,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0
77,71.0,78,31,1,1,33.4,6,2,12733.0,58,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
29,69.0,90,0,4,6,8.75,8,7,15597.0,16,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
113,54.0,85,36,2,1,6.27,6,7,11512.0,92,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
137,0.0,86,37,4,3,3.0,4,15,7732.0,107,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
29,65.0,51,32,3,2,9.0,6,2,12743.0,13,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
41,73.0,53,8,1,2,13.75,6,3,12699.0,26,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0
41,51.0,88,44,1,2,12.5,6,3,12533.0,19,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
29,83.0,40,70,4,4,7.0,6,4,7545.0,7,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1
137,51.0,0,21,1,1,15.64,6,7,20598.5,109,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0
101,43.0,91,32,2,2,8.92,6,7,24280.0,85,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
89,73.0,93,23,1,1,14.7,6,8,18503.0,62,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0
77,43.0,90,33,1,0,11.0,4,2,35648.0,43,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0
113,48.0,88,0,4,4,9.88,6,8,16250.0,87,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
101,73.0,84,59,1,0,13.08,6,6,37575.0,86,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0
101,49.0,60,27,1,1,14.29,6,3,15559.0,81,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
29,45.0,73,30,2,2,50.0,6,2,10833.0,3,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0
113,64.0,84,19,2,0,10.5,6,2,13439.0,88,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
29,42.0,76,70,3,2,6.8,5,2,23259.0,17,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
125,75.0,92,51,2,2,7.36,6,9,11329.0,107,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
137,75.0,85,35,4,6,3.13,6,16,11377.0,94,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
41,0.0,69,34,4,3,13.33,6,4,9342.0,23,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
41,55.0,78,55,1,0,10.75,5,0,9091.0,29,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0
125,0.0,26,0,2,1,9.8,6,9,15141.0,107,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0
77,0.0,69,43,4,3,5.06,6,9,8222.0,49,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
29,0.0,20,14,3,2,10.0,5,2,17013.0,13,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0
77,0.0,73,39,4,5,2.43,6,8,12410.0,50,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
137,87.0,66,36,1,2,14.09,5,11,10647.0,107,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0
41,49.0,77,59,1,0,10.0,5,1,12165.0,27,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
53,53.0,73,54,2,1,11.0,4,3,10462.0,35,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
113,45.0,71,28,1,2,7.53,4,8,16269.0,98,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
101,78.0,40,25,1,0,10.4,4,2,8777.0,77,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0
53,40.0,18,21,3,3,8.8,6,6,18198.0,32,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
113,45.0,94,44,1,0,17.33,6,8,18907.0,94,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0
137,73.0,94,28,3,2,7.35,11,18,34382.0,118,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0
77,51.0,90,35,1,0,23.33,4,1,17169.0,48,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
125,66.0,54,46,4,4,4.13,11,25,9569.0,121,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
101,66.0,99,42,2,1,25.71,6,2,60168.0,85,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0
101,76.0,84,99,1,1,9.73,6,10,20903.0,79,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1
125,83.0,27,36,1,0,6.07,2,8,18433.0,106,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0
17,60.0,89,41,1,0,16.0,4,0,6299.0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
41,51.0,94,25,1,3,17.75,4,4,32703.0,17,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
17,0.0,84,24,1,1,25.0,5,1,10524.0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0
137,0.0,65,15,2,1,16.7,6,11,22114.0,109,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
77,81.0,92,24,2,1,10.3,6,5,12192.0,54,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0
65,31.0,73,25,1,0,20.0,5,4,11433.0,30,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
113,0.0,93,25,2,1,6.31,5,6,14569.0,96,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0
17,0.0,91,53,1,1,25.0,5,1,38138.0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0
65,84.0,59,84,4,3,8.64,6,7,8277.0,49,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
101,33.0,59,46,3,2,5.38,4,9,11906.0,88,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
29,60.0,90,24,2,2,15.0,6,2,12698.0,3,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
29,0.0,63,38,4,3,11.6,6,3,8678.0,10,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
65,0.0,60,33,4,2,5.88,5,5,11424.0,48,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0
29,0.0,87,0,2,2,13.0,1,2,12209.0,12,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
29,49.0,22,0,1,1,25.0,5,1,12285.0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
29,72.0,59,19,3,2,8.0,10,2,8750.0,9,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
41,70.0,20,16,3,2,7.75,6,2,19533.0,14,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
137,63.0,70,30,3,3,9.23,6,14,7532.0,112,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
101,66.0,70,43,3,1,12.8,6,9,9728.0,76,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
41,38.0,4,59,4,5,3.81,6,7,6972.0,28,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0
65,55.0,61,6,2,0,13.75,5,2,12805.0,39,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0
41,49.0,73,24,4,6,7.25,6,7,21160.0,27,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0
101,70.0,62,57,1,0,5.26,6,7,11097.0,79,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
29,0.0,33,40,1,1,10.0,4,1,11208.0,7,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
29,0.0,92,90,1,1,20.0,3,1,69388.0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
41,65.0,7,40,4,5,3.55,6,5,11377.0,22,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
17,84.0,94,84,1,1,20.0,5,1,11528.0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
77,64.0,81,34,2,2,26.63,6,4,10845.0,60,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
29,49.0,95,55,1,1,12.0,4,1,28067.0,13,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
113,0.0,61,23,2,1,5.05,4,10,19752.0,96,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0
125,85.0,67,46,1,1,15.33,7,10,9343.0,110,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0
17,49.0,24,34,1,1,20.0,5,1,18690.0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0
29,0.0,67,13,4,3,12.5,4,3,11046.0,17,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
77,43.0,98,30,2,1,7.86,5,4,22219.0,61,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0
29,49.0,85,77,1,1,14.0,5,2,22754.0,7,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
125,79.0,87,32,3,2,12.04,6,14,18096.0,104,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0
89,72.0,67,44,4,6,3.78,6,10,17677.0,63,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0
113,57.0,77,49,2,1,21.38,6,4,11581.0,87,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
17,87.0,96,33,2,1,10.0,4,1,33217.0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
41,50.0,84,9,2,1,14.25,5,1,13030.0,28,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0
17,0.0,0,33,1,0,25.0,4,0,20598.5,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
77,54.0,80,27,3,1,2.9,6,5,6582.0,59,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
29,52.0,95,3,3,3,7.2,6,3,29903.0,8,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
29,47.0,79,80,1,2,20.0,5,2,10998.0,4,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
137,0.0,68,45,2,1,4.89,5,13,11039.0,115,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
137,73.0,84,36,4,6,4.34,5,20,12070.0,107,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
89,55.0,68,40,3,1,11.33,6,5,13593.0,64,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0
17,0.0,53,39,2,1,13.0,4,1,10285.0,2,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
41,71.0,76,40,3,3,6.4,6,3,11403.0,19,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0
65,82.0,52,45,1,3,12.33,6,6,11141.0,46,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
137,0.0,75,41,1,0,19.46,6,7,10692.0,102,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0
101,43.0,92,18,2,3,14.89,6,9,15986.0,76,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0
17,69.0,79,78,3,2,8.67,6,2,14704.0,4,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
41,53.0,75,32,1,1,8.25,5,2,9606.0,24,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
137,61.0,71,35,2,0,9.73,6,12,14719.0,112,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
125,0.0,85,31,1,2,16.71,6,11,9427.0,102,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
41,41.0,97,44,1,1,11.67,4,2,25511.0,18,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0
89,71.0,85,20,1,2,8.12,6,8,17649.0,60,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
89,0.0,76,35,1,0,12.75,6,4,6873.0,62,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
65,0.0,0,94,4,7,5.47,4,11,33139.0,41,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0
77,76.0,95,33,2,1,10.11,6,4,15421.0,55,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0
41,55.0,87,31,2,1,13.2,6,2,19231.0,20,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0
137,74.0,28,34,1,0,12.83,4,2,6378.0,101,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1
137,85.0,85,17,3,4,2.73,4,21,11712.0,105,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
17,0.0,73,24,1,1,25.0,5,1,19903.0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0
17,0.0,9,21,1,1,15.0,4,1,14342.0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
125,51.0,88,14,1,2,10.03,7,21,21052.0,101,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0
137,67.0,63,0,1,0,10.68,5,4,11192.0,105,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
29,81.0,31,24,1,0,50.0,6,0,29089.0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
29,71.0,61,45,3,2,12.8,6,2,18966.0,14,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
77,65.0,82,36,1,1,18.25,6,4,10759.0,50,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0
137,0.0,55,36,1,1,17.22,3,6,10631.0,96,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0
77,67.0,78,23,1,0,9.4,4,1,9107.0,53,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
41,61.0,97,84,1,0,10.0,4,1,23850.0,25,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
77,85.0,72,37,1,0,9.0,4,1,10885.0,48,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
137,75.0,98,82,1,0,12.56,6,5,25272.0,108,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0
65,0.0,34,30,2,4,5.54,6,8,13873.0,36,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0
77,47.0,11,30,1,4,8.64,5,11,9525.0,54,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
137,62.0,92,8,1,1,16.06,5,12,72023.0,104,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
137,64.0,85,37,1,0,15.11,4,4,19608.0,95,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
29,0.0,95,54,3,2,7.09,6,2,16034.0,4,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0
89,53.0,53,44,2,1,11.43,6,4,17855.0,64,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
125,75.0,90,19,1,1,13.91,4,7,13439.0,100,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
101,30.0,88,27,1,0,11.2,6,10,10438.0,68,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0
53,75.0,82,59,4,4,5.92,7,9,9020.0,46,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0
29,54.0,86,31,3,3,6.75,6,3,14463.0,17,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
29,0.0,79,40,3,3,14.0,6,3,8913.0,11,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
41,70.0,92,34,1,0,13.67,5,2,11779.0,26,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
89,70.0,81,51,2,2,10.29,6,9,8739.0,71,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
53,29.0,49,13,1,1,8.5,3,3,11177.0,37,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
29,59.0,60,61,1,1,15.0,4,1,41324.0,8,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
89,71.0,79,7,1,4,4.0,6,8,17425.0,67,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
53,41.0,82,34,1,1,15.0,4,3,15398.0,29,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0
113,47.0,76,48,1,1,9.92,5,8,10422.0,88,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
101,75.0,75,21,1,2,16.14,6,5,9509.0,66,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0
113,54.0,64,29,1,3,6.33,5,16,11194.0,92,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
29,0.0,89,30,1,0,13.0,5,0,13053.0,4,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
65,45.0,80,36,2,1,13.29,6,4,13131.0,48,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0
113,80.0,77,34,1,3,9.6,6,9,9714.0,92,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
29,43.0,92,18,2,1,10.0,5,1,19618.0,10,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0
89,73.0,85,20,1,1,10.57,6,4,11849.0,65,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
17,33.0,75,24,1,0,23.0,5,0,13710.0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
29,59.0,85,26,2,2,13.0,6,2,12491.0,7,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
137,73.0,96,5,1,1,9.67,6,7,16146.0,111,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
29,62.0,89,31,1,1,25.0,4,1,10650.0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0
17,72.0,70,25,1,1,25.0,5,1,12423.0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
41,65.0,85,28,3,4,7.33,6,5,17547.0,24,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0
53,0.0,41,32,2,1,17.0,4,2,21365.0,35,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0
113,52.0,68,0,2,4,12.69,6,9,21795.0,94,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0
41,74.0,87,46,3,3,8.67,6,4,14307.0,23,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
137,78.0,69,37,1,0,10.75,4,7,15582.0,109,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
137,0.0,43,0,1,1,12.97,6,12,7245.0,111,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
41,50.0,94,5,1,2,20.22,6,4,16569.0,27,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0
89,41.0,96,19,1,2,13.4,6,7,19283.0,57,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0
65,40.0,89,11,3,2,3.26,4,5,13769.0,49,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0
137,84.0,74,41,1,0,11.5,5,7,7798.0,108,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
137,87.0,5,22,2,1,11.27,5,7,11200.0,111,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0
89,0.0,92,53,3,3,14.44,4,5,25037.0,61,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0
41,27.0,75,0,4,3,9.0,6,5,7214.0,29,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
65,39.0,62,0,1,1,11.0,5,2,5707.0,38,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
41,41.0,69,21,1,0,12.5,4,1,11826.0,18,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
41,51.0,82,0,3,3,14.14,6,4,8146.0,24,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
89,64.0,61,17,3,5,5.78,10,12,13025.0,65,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0
137,78.0,61,76,2,2,9.27,5,7,19752.0,103,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0
17,0.0,86,45,1,1,15.0,4,1,22654.0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0
101,80.0,74,50,1,0,5.33,5,5,12293.0,80,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
137,27.0,26,41,4,6,9.38,5,29,11130.0,111,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
101,49.0,82,0,1,0,15.5,4,4,14510.0,75,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
41,67.0,57,37,3,3,9.2,6,3,13719.0,17,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0
53,82.0,92,82,3,5,24.44,6,8,17366.0,37,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
125,0.0,94,25,1,2,8.0,6,7,16245.0,95,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
137,77.0,63,29,1,0,5.11,5,12,10608.0,107,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0
89,21.0,67,44,1,0,24.17,3,4,26430.0,74,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
29,0.0,76,39,4,3,5.0,6,3,10183.0,11,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
101,77.0,92,52,2,3,13.69,6,10,29018.0,69,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0
137,83.0,73,39,2,3,25.0,6,19,9345.0,111,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
89,67.0,85,39,1,2,20.4,6,4,12415.0,67,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0
89,45.0,64,40,3,2,12.22,6,9,15610.0,59,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0
89,49.0,98,24,1,0,7.33,2,4,39328.0,56,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
41,57.0,87,25,2,3,26.57,6,4,14846.0,26,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0
137,68.0,44,11,2,7,10.02,13,17,12869.0,117,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0
125,83.0,83,49,3,2,12.13,11,7,9196.0,106,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
137,77.0,87,34,2,1,9.56,6,5,9830.0,99,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
29,50.0,93,57,3,1,8.25,6,1,12306.0,11,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
137,7.0,93,60,1,2,5.0,3,8,19366.0,102,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0
137,47.0,78,3,3,2,11.64,6,7,13507.0,112,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
137,37.0,67,42,1,2,8.44,4,16,19133.0,108,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0
29,33.0,85,31,4,2,8.0,6,2,7274.0,9,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
29,0.0,73,0,1,2,8.67,5,2,9837.0,5,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
